Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Expiration Date,Spot
AAPL230203C00145000,2023-01-27 3:59PM EST,145.0,4.0,3.9,4.05,0.85,+26.98%,21019,14933,47.93%,0,145.92999267578125
AAPL230203C00146000,2023-01-27 3:59PM EST,146.0,3.42,3.4,3.45,0.82,+31.54%,15310,6957,46.68%,0,145.92999267578125
AAPL230203C00147000,2023-01-27 3:59PM EST,147.0,2.9,2.9,2.97,0.74,+34.26%,12574,8830,46.44%,0,145.92999267578125
AAPL230203C00148000,2023-01-27 3:59PM EST,148.0,2.43,2.39,2.6,0.66,+37.29%,13741,3852,47.10%,0,145.92999267578125
AAPL230203C00149000,2023-01-27 3:59PM EST,149.0,2.05,1.75,2.08,0.6,+41.38%,4940,3124,45.04%,0,145.92999267578125
AAPL230203C00150000,2023-01-27 3:59PM EST,150.0,1.67,1.62,1.7,0.53,+46.49%,27321,24734,44.26%,0,145.92999267578125
AAPL230203C00152500,2023-01-27 3:59PM EST,152.5,0.96,0.8,0.98,0.32,+50.00%,11510,4217,42.82%,0,145.92999267578125
AAPL230203C00155000,2023-01-27 3:59PM EST,155.0,0.52,0.51,0.54,0.19,+57.58%,15013,5711,42.14%,0,145.92999267578125
AAPL230203C00157500,2023-01-27 3:59PM EST,157.5,0.26,0.26,0.28,0.09,+52.94%,3857,2923,41.70%,0,145.92999267578125
AAPL230203C00160000,2023-01-27 3:59PM EST,160.0,0.14,0.14,0.16,0.05,+55.56%,6726,3217,42.68%,0,145.92999267578125
AAPL230203C00162500,2023-01-27 3:59PM EST,162.5,0.08,0.07,0.09,0.03,+60.00%,1845,622,43.65%,0,145.92999267578125
AAPL230203C00165000,2023-01-27 3:59PM EST,165.0,0.06,0.04,0.06,0.02,+50.00%,1006,734,45.70%,0,145.92999267578125
AAPL230203C00170000,2023-01-27 3:59PM EST,170.0,0.02,0.02,0.03,0.01,+100.00%,1947,381,50.00%,0,145.92999267578125
AAPL230203C00175000,2023-01-27 2:42PM EST,175.0,0.01,0.01,0.02,-0.01,-50.00%,62,126,53.91%,0,145.92999267578125
AAPL230203C00180000,2023-01-27 3:59PM EST,180.0,0.02,0.0,0.02,0.01,+100.00%,247,30,59.38%,0,145.92999267578125
AAPL230203C00185000,2023-01-27 3:59PM EST,185.0,0.01,0.0,0.01,0.0,-,124,95,62.50%,0,145.92999267578125
AAPL230203C00190000,2023-01-27 2:56PM EST,190.0,0.01,0.0,0.01,0.0,-,6,18,68.75%,0,145.92999267578125
AAPL230203C00195000,2023-01-27 2:55PM EST,195.0,0.01,0.0,0.01,-0.01,-50.00%,4,6,75.00%,0,145.92999267578125
AAPL230203C00200000,2023-01-27 12:16PM EST,200.0,0.01,0.0,0.01,0.0,-,5,50,79.69%,0,145.92999267578125
AAPL230203C00210000,2023-01-09 3:43PM EST,210.0,0.01,0.0,0.01,0.0,-,1,2,90.63%,0,145.92999267578125
AAPL230203C00240000,2023-01-27 10:41AM EST,240.0,0.01,0.0,0.02,0.0,-,1,2,128.13%,0,145.92999267578125
AAPL230203C00250000,2023-01-27 2:54PM EST,250.0,0.01,0.0,0.01,0.0,-,3,2,131.25%,0,145.92999267578125
AAPL230210C00050000,2023-01-19 12:38PM EST,50.0,84.69,94.75,97.8,0.0,-,-,3,279.69%,1,145.92999267578125
AAPL230210C00055000,2023-01-19 11:11AM EST,55.0,80.23,89.8,92.8,0.0,-,-,1,259.38%,1,145.92999267578125
AAPL230210C00070000,2023-01-27 1:49PM EST,70.0,76.39,74.75,77.2,16.04,+26.58%,1,1,150.78%,1,145.92999267578125
AAPL230210C00075000,2023-01-20 12:00PM EST,75.0,60.48,69.8,72.2,0.0,-,1,1,144.92%,1,145.92999267578125
AAPL230210C00080000,2023-01-27 1:48PM EST,80.0,66.51,64.8,67.2,20.14,+43.43%,1,1,132.03%,1,145.92999267578125
AAPL230210C00085000,2023-01-03 11:01AM EST,85.0,41.5,59.8,62.25,0.0,-,-,1,124.41%,1,145.92999267578125
AAPL230210C00090000,2023-01-20 3:05PM EST,90.0,47.52,54.8,57.25,0.0,-,8,2,112.50%,1,145.92999267578125
AAPL230210C00100000,2023-01-26 1:58PM EST,100.0,43.31,45.05,47.1,0.0,-,6,14,95.90%,1,145.92999267578125
AAPL230210C00105000,2023-01-18 10:58AM EST,105.0,32.42,40.2,42.3,0.0,-,8,37,96.78%,1,145.92999267578125
AAPL230210C00110000,2023-01-26 3:59PM EST,110.0,34.19,34.85,37.3,0.0,-,1,34,74.32%,1,145.92999267578125
AAPL230210C00113000,2023-01-26 9:41AM EST,113.0,31.55,31.9,34.3,0.7,+2.27%,27,73,69.92%,1,145.92999267578125
AAPL230210C00114000,2023-01-27 2:19PM EST,114.0,32.95,30.9,33.35,15.45,+88.29%,5,1,69.43%,1,145.92999267578125
AAPL230210C00115000,2023-01-26 3:53PM EST,115.0,28.89,29.9,32.35,0.0,-,32,60,67.38%,1,145.92999267578125
AAPL230210C00116000,2023-01-27 11:20AM EST,116.0,29.45,29.2,31.05,2.6,+9.68%,17,12,65.23%,1,145.92999267578125
AAPL230210C00117000,2023-01-26 10:54AM EST,117.0,25.85,27.9,30.35,0.0,-,1,2,63.18%,1,145.92999267578125
AAPL230210C00118000,2023-01-27 9:48AM EST,118.0,26.95,26.95,29.35,2.15,+8.67%,27,66,62.50%,1,145.92999267578125
AAPL230210C00119000,2023-01-26 1:21PM EST,119.0,24.05,26.2,28.35,0.0,-,11,28,65.82%,1,145.92999267578125
AAPL230210C00120000,2023-01-27 1:08PM EST,120.0,26.45,24.95,27.4,3.95,+17.56%,11,66,59.47%,1,145.92999267578125
AAPL230210C00121000,2023-01-27 3:54PM EST,121.0,25.7,23.95,27.0,5.44,+26.85%,40,1,67.97%,1,145.92999267578125
AAPL230210C00122000,2023-01-23 3:38PM EST,122.0,19.45,23.0,25.4,0.0,-,31,51,56.35%,1,145.92999267578125
AAPL230210C00123000,2023-01-27 12:35PM EST,123.0,24.0,22.0,24.45,3.75,+18.52%,1,91,55.23%,1,145.92999267578125
AAPL230210C00124000,2023-01-27 2:23PM EST,124.0,23.2,21.0,24.0,7.19,+44.91%,22,47,61.52%,1,145.92999267578125
AAPL230210C00125000,2023-01-27 2:46PM EST,125.0,22.09,20.05,22.5,3.08,+16.20%,44,409,52.69%,1,145.92999267578125
AAPL230210C00126000,2023-01-27 2:24PM EST,126.0,21.25,20.0,21.45,3.22,+17.86%,12,98,62.01%,1,145.92999267578125
AAPL230210C00127000,2023-01-27 2:55PM EST,127.0,20.45,18.4,20.45,4.25,+26.23%,17,260,52.59%,1,145.92999267578125
AAPL230210C00128000,2023-01-27 3:59PM EST,128.0,18.3,17.15,20.0,2.65,+16.93%,82,242,53.83%,1,145.92999267578125
AAPL230210C00129000,2023-01-27 3:58PM EST,129.0,17.52,16.55,19.6,2.4,+15.87%,45,198,60.99%,1,145.92999267578125
AAPL230210C00130000,2023-01-27 3:29PM EST,130.0,17.5,15.35,16.95,2.77,+18.81%,22,1114,56.15%,1,145.92999267578125
AAPL230210C00131000,2023-01-27 3:58PM EST,131.0,15.67,15.35,16.7,2.2,+16.33%,50,213,54.79%,1,145.92999267578125
AAPL230210C00132000,2023-01-27 3:35PM EST,132.0,15.7,13.6,15.75,3.06,+24.21%,15,627,62.82%,1,145.92999267578125
AAPL230210C00133000,2023-01-27 3:56PM EST,133.0,13.98,12.75,15.3,2.3,+19.69%,14,1412,66.94%,1,145.92999267578125
AAPL230210C00134000,2023-01-27 3:58PM EST,134.0,12.89,11.85,13.0,2.69,+26.37%,69,640,46.39%,1,145.92999267578125
AAPL230210C00135000,2023-01-27 3:56PM EST,135.0,12.2,11.25,12.1,1.9,+18.45%,262,1153,45.14%,1,145.92999267578125
AAPL230210C00136000,2023-01-27 3:57PM EST,136.0,11.33,10.05,11.25,1.78,+18.64%,79,8969,44.41%,1,145.92999267578125
AAPL230210C00137000,2023-01-27 3:52PM EST,137.0,10.68,9.35,10.4,2.34,+28.06%,97,2622,43.46%,1,145.92999267578125
AAPL230210C00138000,2023-01-27 3:51PM EST,138.0,10.0,8.95,9.55,2.4,+31.58%,90,629,42.31%,1,145.92999267578125
AAPL230210C00139000,2023-01-27 3:38PM EST,139.0,9.52,8.45,8.75,2.31,+32.04%,62,551,41.53%,1,145.92999267578125
AAPL230210C00140000,2023-01-27 3:59PM EST,140.0,7.85,7.05,8.0,1.25,+18.94%,277,2081,41.04%,1,145.92999267578125
AAPL230210C00141000,2023-01-27 3:59PM EST,141.0,7.15,6.4,7.25,1.25,+21.19%,257,1754,40.26%,1,145.92999267578125
AAPL230210C00142000,2023-01-27 3:58PM EST,142.0,6.5,5.7,6.55,1.2,+22.64%,389,2099,39.70%,1,145.92999267578125
AAPL230210C00143000,2023-01-27 3:58PM EST,143.0,5.9,5.45,5.9,1.2,+25.53%,520,1091,39.33%,1,145.92999267578125
AAPL230210C00144000,2023-01-27 3:59PM EST,144.0,5.2,4.9,5.3,1.05,+25.30%,1118,1562,39.09%,1,145.92999267578125
AAPL230210C00145000,2023-01-27 3:59PM EST,145.0,4.6,4.4,4.7,1.0,+27.78%,3205,3884,38.53%,1,145.92999267578125
AAPL230210C00146000,2023-01-27 3:58PM EST,146.0,4.05,4.0,4.15,0.9,+28.57%,960,1680,38.09%,1,145.92999267578125
AAPL230210C00147000,2023-01-27 3:59PM EST,147.0,3.55,3.5,3.6,0.86,+31.97%,3503,892,37.31%,1,145.92999267578125
AAPL230210C00148000,2023-01-27 3:59PM EST,148.0,3.05,3.0,3.15,0.75,+32.61%,1304,1215,37.09%,1,145.92999267578125
AAPL230210C00149000,2023-01-27 3:57PM EST,149.0,2.75,2.45,2.65,0.85,+44.74%,1364,830,36.02%,1,145.92999267578125
AAPL230210C00150000,2023-01-27 3:59PM EST,150.0,2.26,2.21,2.56,0.66,+41.25%,4672,4504,38.53%,1,145.92999267578125
AAPL230210C00152500,2023-01-27 3:59PM EST,152.5,1.44,1.29,1.51,0.46,+46.94%,2367,2498,35.23%,1,145.92999267578125
AAPL230210C00155000,2023-01-27 3:59PM EST,155.0,0.9,0.9,1.04,0.31,+52.54%,2243,2464,35.86%,1,145.92999267578125
AAPL230210C00157500,2023-01-27 3:59PM EST,157.5,0.56,0.51,0.56,0.23,+69.70%,7187,2128,34.03%,1,145.92999267578125
AAPL230210C00160000,2023-01-27 3:59PM EST,160.0,0.33,0.31,0.39,0.13,+65.00%,8676,1163,35.35%,1,145.92999267578125
AAPL230210C00162500,2023-01-27 3:59PM EST,162.5,0.2,0.08,0.26,0.08,+66.67%,1309,496,36.23%,1,145.92999267578125
AAPL230210C00165000,2023-01-27 3:58PM EST,165.0,0.13,0.11,0.18,0.07,+116.67%,975,708,37.31%,1,145.92999267578125
AAPL230210C00170000,2023-01-27 3:55PM EST,170.0,0.06,0.05,0.07,0.02,+50.00%,1038,532,38.28%,1,145.92999267578125
AAPL230210C00175000,2023-01-27 3:30PM EST,175.0,0.04,0.03,0.06,0.02,+100.00%,183,393,43.36%,1,145.92999267578125
AAPL230210C00180000,2023-01-27 3:58PM EST,180.0,0.02,0.0,0.03,0.01,+100.00%,61,73,44.92%,1,145.92999267578125
AAPL230210C00190000,2023-01-27 2:37PM EST,190.0,0.01,0.0,0.02,0.0,-,12,240,52.34%,1,145.92999267578125
AAPL230210C00195000,2023-01-27 3:41PM EST,195.0,0.01,0.0,0.03,-0.01,-50.00%,3,62,55.47%,1,145.92999267578125
AAPL230210C00200000,2023-01-27 3:06PM EST,200.0,0.01,0.0,0.01,0.0,-,40,1,54.69%,1,145.92999267578125
AAPL230210C00250000,2023-01-27 1:57PM EST,250.0,0.01,0.0,0.01,0.0,-,11,251,87.50%,1,145.92999267578125
AAPL230217C00045000,2023-01-10 11:52AM EST,45.0,83.9,99.7,102.0,0.0,-,1,52,300.78%,2,145.92999267578125
AAPL230217C00050000,2023-01-19 11:15AM EST,50.0,85.31,94.75,97.2,0.0,-,4,4904,173.44%,2,145.92999267578125
AAPL230217C00055000,2023-01-24 9:30AM EST,55.0,87.0,90.0,92.25,0.0,-,1,2963,190.04%,2,145.92999267578125
AAPL230217C00060000,2023-01-26 2:24PM EST,60.0,83.8,84.75,87.05,0.0,-,191,2471,234.96%,2,145.92999267578125
AAPL230217C00065000,2023-01-26 2:22PM EST,65.0,78.85,79.8,82.15,0.0,-,70,1409,132.81%,2,145.92999267578125
AAPL230217C00070000,2023-01-23 10:57AM EST,70.0,71.5,74.75,77.25,0.0,-,24,363,128.13%,2,145.92999267578125
AAPL230217C00075000,2023-01-23 11:49AM EST,75.0,68.1,69.95,72.25,0.0,-,2,738,131.06%,2,145.92999267578125
AAPL230217C00080000,2023-01-27 3:18PM EST,80.0,67.06,64.75,67.3,4.06,+6.44%,3,480,110.55%,2,145.92999267578125
AAPL230217C00085000,2023-01-19 9:48AM EST,85.0,49.45,59.8,62.3,0.0,-,1,1008,103.52%,2,145.92999267578125
AAPL230217C00090000,2023-01-27 2:30PM EST,90.0,56.95,54.8,57.3,3.35,+6.25%,5,1892,93.55%,2,145.92999267578125
AAPL230217C00095000,2023-01-27 3:56PM EST,95.0,51.38,49.8,52.65,2.45,+5.01%,16,4740,96.58%,2,145.92999267578125
AAPL230217C00100000,2023-01-27 3:04PM EST,100.0,46.8,44.85,47.35,3.0,+6.85%,23,2148,79.10%,2,145.92999267578125
AAPL230217C00105000,2023-01-27 11:56AM EST,105.0,41.32,39.85,42.35,4.13,+11.11%,2,645,70.12%,2,145.92999267578125
AAPL230217C00110000,2023-01-27 3:54PM EST,110.0,36.6,35.1,37.1,2.4,+7.02%,32,1950,61.43%,2,145.92999267578125
AAPL230217C00115000,2023-01-27 3:54PM EST,115.0,31.7,30.4,32.4,2.6,+8.93%,35,1163,64.26%,2,145.92999267578125
AAPL230217C00120000,2023-01-27 3:58PM EST,120.0,26.34,25.0,27.45,2.08,+8.57%,182,3390,74.61%,2,145.92999267578125
AAPL230217C00125000,2023-01-27 3:31PM EST,125.0,22.4,20.3,22.4,2.92,+14.99%,167,12957,62.50%,2,145.92999267578125
AAPL230217C00130000,2023-01-27 3:57PM EST,130.0,17.0,15.0,17.1,2.07,+13.86%,218,24307,47.34%,2,145.92999267578125
AAPL230217C00135000,2023-01-27 3:59PM EST,135.0,12.3,11.7,12.4,1.65,+15.49%,1689,41507,39.75%,2,145.92999267578125
AAPL230217C00140000,2023-01-27 3:59PM EST,140.0,8.35,8.2,8.45,1.27,+17.94%,2715,41527,36.91%,2,145.92999267578125
AAPL230217C00145000,2023-01-27 3:59PM EST,145.0,5.2,5.15,5.25,1.04,+25.00%,6499,36673,35.13%,2,145.92999267578125
AAPL230217C00150000,2023-01-27 3:59PM EST,150.0,2.78,2.59,2.85,0.74,+36.27%,12762,52009,33.31%,2,145.92999267578125
AAPL230217C00155000,2023-01-27 3:59PM EST,155.0,1.28,1.24,1.31,0.42,+48.84%,6829,46837,31.69%,2,145.92999267578125
AAPL230217C00160000,2023-01-27 3:58PM EST,160.0,0.53,0.5,0.53,0.2,+60.61%,5154,22243,30.86%,2,145.92999267578125
AAPL230217C00165000,2023-01-27 3:58PM EST,165.0,0.21,0.2,0.22,0.09,+75.00%,1347,21183,31.30%,2,145.92999267578125
AAPL230217C00170000,2023-01-27 3:59PM EST,170.0,0.1,0.09,0.11,0.05,+100.00%,936,10738,33.01%,2,145.92999267578125
AAPL230217C00175000,2023-01-27 3:57PM EST,175.0,0.05,0.04,0.06,0.02,+66.67%,1058,11859,34.96%,2,145.92999267578125
AAPL230217C00180000,2023-01-27 3:59PM EST,180.0,0.04,0.02,0.04,0.01,+33.33%,141,9355,37.50%,2,145.92999267578125
AAPL230217C00185000,2023-01-27 3:31PM EST,185.0,0.02,0.01,0.03,0.0,-,113,7857,40.23%,2,145.92999267578125
AAPL230217C00190000,2023-01-27 3:44PM EST,190.0,0.02,0.01,0.03,0.0,-,533,5813,44.14%,2,145.92999267578125
AAPL230217C00195000,2023-01-27 3:42PM EST,195.0,0.02,0.0,0.03,0.01,+100.00%,2,4342,48.05%,2,145.92999267578125
AAPL230217C00200000,2023-01-27 1:44PM EST,200.0,0.01,0.01,0.02,-0.01,-50.00%,114,10451,49.61%,2,145.92999267578125
AAPL230217C00205000,2023-01-27 12:52PM EST,205.0,0.01,0.0,0.03,-0.01,-50.00%,1,5106,51.56%,2,145.92999267578125
AAPL230217C00210000,2023-01-25 3:10PM EST,210.0,0.02,0.0,0.03,0.0,-,1,2562,54.69%,2,145.92999267578125
AAPL230217C00215000,2023-01-25 9:45AM EST,215.0,0.01,0.0,0.01,0.0,-,26,2642,53.13%,2,145.92999267578125
AAPL230217C00220000,2023-01-24 9:38AM EST,220.0,0.01,0.0,0.01,0.0,-,120,1889,56.25%,2,145.92999267578125
AAPL230217C00225000,2023-01-20 9:45AM EST,225.0,0.01,0.0,0.01,0.0,-,15,2043,57.81%,2,145.92999267578125
AAPL230217C00230000,2023-01-27 11:02AM EST,230.0,0.01,0.0,0.01,0.0,-,1,629,60.94%,2,145.92999267578125
AAPL230217C00235000,2023-01-17 11:57AM EST,235.0,0.01,0.0,0.01,0.0,-,10,489,62.50%,2,145.92999267578125
AAPL230217C00240000,2023-01-10 2:20PM EST,240.0,0.01,0.0,0.02,0.0,-,3,309,70.31%,2,145.92999267578125
AAPL230217C00245000,2023-01-12 9:39AM EST,245.0,0.01,0.0,0.02,0.0,-,1,257,71.88%,2,145.92999267578125
AAPL230217C00250000,2023-01-20 3:38PM EST,250.0,0.01,0.0,0.01,0.0,-,10,591,71.88%,2,145.92999267578125
AAPL230217C00255000,2023-01-03 11:30AM EST,255.0,0.01,0.0,0.01,0.0,-,1,623,73.44%,2,145.92999267578125
AAPL230217C00260000,2022-11-08 9:30AM EST,260.0,0.02,0.0,0.0,0.0,-,1,314,50.00%,2,145.92999267578125
AAPL230217C00265000,2022-11-17 12:44PM EST,265.0,0.02,0.0,0.02,0.0,-,10,291,82.81%,2,145.92999267578125
AAPL230217C00270000,2022-12-14 3:16PM EST,270.0,0.01,0.0,0.01,0.0,-,1,145,79.69%,2,145.92999267578125
AAPL230217C00275000,2023-01-10 10:02AM EST,275.0,0.01,0.0,0.01,0.0,-,400,637,81.25%,2,145.92999267578125
AAPL230217C00280000,2023-01-06 9:47AM EST,280.0,0.01,0.0,0.01,0.0,-,400,424,84.38%,2,145.92999267578125
AAPL230217C00285000,2023-01-04 3:09PM EST,285.0,0.01,0.0,0.01,0.0,-,250,652,87.50%,2,145.92999267578125
AAPL230217C00290000,2023-01-04 1:16PM EST,290.0,0.01,0.0,0.01,0.0,-,350,512,87.50%,2,145.92999267578125
AAPL230217C00295000,2023-01-04 9:34AM EST,295.0,0.01,0.0,0.01,0.0,-,300,1052,90.63%,2,145.92999267578125
AAPL230217C00300000,2023-01-24 9:43AM EST,300.0,0.02,0.0,0.01,0.0,-,1,1365,92.19%,2,145.92999267578125
AAPL230224C00060000,2023-01-25 9:45AM EST,60.0,80.26,84.65,87.15,0.0,-,1,11,205.86%,3,145.92999267578125
AAPL230224C00065000,2023-01-10 11:40AM EST,65.0,64.15,79.7,82.15,0.0,-,-,1,189.36%,3,145.92999267578125
AAPL230224C00080000,2023-01-25 11:07AM EST,80.0,59.42,64.7,67.3,0.0,-,1,3,91.41%,3,145.92999267578125
AAPL230224C00100000,2023-01-26 1:58PM EST,100.0,43.36,44.8,47.4,0.0,-,5,10,68.07%,3,145.92999267578125
AAPL230224C00105000,2023-01-17 3:19PM EST,105.0,31.27,39.8,43.0,0.0,-,1,1,72.22%,3,145.92999267578125
AAPL230224C00110000,2023-01-23 11:27AM EST,110.0,33.2,34.85,37.45,0.0,-,30,40,55.18%,3,145.92999267578125
AAPL230224C00114000,2023-01-11 10:28AM EST,114.0,19.72,30.9,33.55,0.0,-,-,9,51.90%,3,145.92999267578125
AAPL230224C00115000,2023-01-24 9:39AM EST,115.0,27.12,30.1,32.55,0.0,-,1,2,53.32%,3,145.92999267578125
AAPL230224C00116000,2023-01-19 1:03PM EST,116.0,20.0,28.95,31.55,0.0,-,-,2,73.56%,3,145.92999267578125
AAPL230224C00118000,2023-01-17 3:13PM EST,118.0,18.95,27.0,29.6,0.0,-,2,12,70.17%,3,145.92999267578125
AAPL230224C00119000,2023-01-17 10:12AM EST,119.0,18.8,26.15,28.65,0.0,-,1,2,68.80%,3,145.92999267578125
AAPL230224C00120000,2023-01-27 1:31PM EST,120.0,26.68,25.5,28.25,2.58,+10.71%,3,49,55.96%,3,145.92999267578125
AAPL230224C00121000,2023-01-19 10:43AM EST,121.0,15.4,24.2,26.65,0.0,-,2,2,64.75%,3,145.92999267578125
AAPL230224C00122000,2023-01-23 2:36PM EST,122.0,20.45,23.45,25.7,0.0,-,1,5,63.33%,3,145.92999267578125
AAPL230224C00123000,2023-01-26 10:52AM EST,123.0,20.98,22.25,24.75,0.0,-,1,15,61.89%,3,145.92999267578125
AAPL230224C00124000,2023-01-23 3:27PM EST,124.0,17.63,21.4,23.45,0.0,-,2,20,56.35%,3,145.92999267578125
AAPL230224C00125000,2023-01-27 12:24PM EST,125.0,22.42,20.35,22.85,2.98,+15.33%,1,204,58.92%,3,145.92999267578125
AAPL230224C00126000,2023-01-26 9:48AM EST,126.0,18.57,19.45,22.85,0.0,-,11,35,66.87%,3,145.92999267578125
AAPL230224C00127000,2023-01-24 2:21PM EST,127.0,16.82,18.45,21.0,0.0,-,2,54,56.37%,3,145.92999267578125
AAPL230224C00128000,2023-01-26 3:06PM EST,128.0,16.6,17.55,19.95,0.0,-,6,238,53.78%,3,145.92999267578125
AAPL230224C00129000,2023-01-27 1:54PM EST,129.0,18.17,16.65,19.1,2.64,+17.00%,18,194,53.17%,3,145.92999267578125
AAPL230224C00130000,2023-01-27 12:34PM EST,130.0,17.55,16.65,17.15,2.85,+19.39%,91,351,41.31%,3,145.92999267578125
