Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Expiration Date,Spot
TSLA230203C00121000,2023-01-27 3:32PM EST,121.0,58.84,0.0,0.0,0.0,-,36,257,0.00%,0,177.89999389648438
TSLA230203C00122000,2023-01-27 3:16PM EST,122.0,56.2,0.0,0.0,0.0,-,139,629,0.00%,0,177.89999389648438
TSLA230203C00123000,2023-01-27 3:16PM EST,123.0,55.24,0.0,0.0,0.0,-,106,1023,0.00%,0,177.89999389648438
TSLA230203C00124000,2023-01-27 3:58PM EST,124.0,54.16,0.0,0.0,0.0,-,65,773,0.00%,0,177.89999389648438
TSLA230203C00125000,2023-01-27 3:59PM EST,125.0,53.17,0.0,0.0,0.0,-,638,1351,0.00%,0,177.89999389648438
TSLA230203C00126000,2023-01-27 2:27PM EST,126.0,53.9,0.0,0.0,0.0,-,168,613,0.00%,0,177.89999389648438
TSLA230203C00127000,2023-01-27 3:46PM EST,127.0,52.3,0.0,0.0,0.0,-,180,565,0.00%,0,177.89999389648438
TSLA230203C00128000,2023-01-27 3:25PM EST,128.0,51.69,0.0,0.0,0.0,-,102,642,0.00%,0,177.89999389648438
TSLA230203C00129000,2023-01-27 3:57PM EST,129.0,49.25,0.0,0.0,0.0,-,108,1645,0.00%,0,177.89999389648438
TSLA230203C00130000,2023-01-27 3:52PM EST,130.0,48.88,0.0,0.0,0.0,-,1031,8196,0.00%,0,177.89999389648438
TSLA230203C00131000,2023-01-27 3:57PM EST,131.0,47.2,0.0,0.0,0.0,-,158,1378,0.00%,0,177.89999389648438
TSLA230203C00132000,2023-01-27 3:51PM EST,132.0,47.22,0.0,0.0,0.0,-,234,1152,0.00%,0,177.89999389648438
TSLA230203C00133000,2023-01-27 3:54PM EST,133.0,45.25,0.0,0.0,0.0,-,249,1034,0.00%,0,177.89999389648438
TSLA230203C00134000,2023-01-27 3:51PM EST,134.0,45.27,0.0,0.0,0.0,-,79,1866,0.00%,0,177.89999389648438
TSLA230203C00135000,2023-01-27 3:59PM EST,135.0,43.0,0.0,0.0,0.0,-,1361,2905,0.00%,0,177.89999389648438
TSLA230203C00136000,2023-01-27 3:59PM EST,136.0,42.27,0.0,0.0,0.0,-,273,644,0.00%,0,177.89999389648438
TSLA230203C00137000,2023-01-27 3:28PM EST,137.0,43.2,0.0,0.0,0.0,-,527,752,0.00%,0,177.89999389648438
TSLA230203C00138000,2023-01-27 3:39PM EST,138.0,41.57,0.0,0.0,0.0,-,542,931,0.00%,0,177.89999389648438
TSLA230203C00139000,2023-01-27 3:53PM EST,139.0,39.25,0.0,0.0,0.0,-,440,907,0.00%,0,177.89999389648438
TSLA230203C00140000,2023-01-27 3:59PM EST,140.0,38.3,0.0,0.0,0.0,-,2342,4425,0.00%,0,177.89999389648438
TSLA230203C00141000,2023-01-27 3:59PM EST,141.0,37.35,0.0,0.0,0.0,-,273,1080,0.00%,0,177.89999389648438
TSLA230203C00142000,2023-01-27 3:58PM EST,142.0,36.51,0.0,0.0,0.0,-,516,1071,0.00%,0,177.89999389648438
TSLA230203C00143000,2023-01-27 3:59PM EST,143.0,35.45,0.0,0.0,0.0,-,706,1801,0.00%,0,177.89999389648438
TSLA230203C00144000,2023-01-27 3:54PM EST,144.0,34.62,0.0,0.0,0.0,-,733,1976,0.00%,0,177.89999389648438
TSLA230203C00145000,2023-01-27 3:59PM EST,145.0,33.57,0.0,0.0,0.0,-,2759,9410,0.00%,0,177.89999389648438
TSLA230203C00146000,2023-01-27 3:59PM EST,146.0,32.64,0.0,0.0,0.0,-,543,1192,0.00%,0,177.89999389648438
TSLA230203C00147000,2023-01-27 3:56PM EST,147.0,31.63,0.0,0.0,0.0,-,402,1031,0.00%,0,177.89999389648438
TSLA230203C00148000,2023-01-27 3:56PM EST,148.0,30.6,0.0,0.0,0.0,-,564,970,0.00%,0,177.89999389648438
TSLA230203C00149000,2023-01-27 3:55PM EST,149.0,29.85,0.0,0.0,0.0,-,331,905,0.00%,0,177.89999389648438
TSLA230203C00150000,2023-01-27 3:59PM EST,150.0,28.95,0.0,0.0,0.0,-,8889,10882,0.00%,0,177.89999389648438
TSLA230203C00152500,2023-01-27 3:59PM EST,152.5,26.5,0.0,0.0,0.0,-,1701,1645,0.00%,0,177.89999389648438
TSLA230203C00155000,2023-01-27 3:59PM EST,155.0,24.4,0.0,0.0,0.0,-,5814,11700,0.00%,0,177.89999389648438
TSLA230203C00157500,2023-01-27 3:59PM EST,157.5,22.29,0.0,0.0,0.0,-,4266,3844,0.00%,0,177.89999389648438
TSLA230203C00160000,2023-01-27 3:59PM EST,160.0,20.18,0.0,0.0,0.0,-,32251,12042,0.00%,0,177.89999389648438
TSLA230203C00162500,2023-01-27 3:59PM EST,162.5,18.21,0.0,0.0,0.0,-,9427,2243,0.00%,0,177.89999389648438
TSLA230203C00165000,2023-01-27 3:59PM EST,165.0,16.4,0.0,0.0,0.0,-,39235,9504,0.00%,0,177.89999389648438
TSLA230203C00167500,2023-01-27 3:59PM EST,167.5,14.65,0.0,0.0,0.0,-,19675,2972,0.00%,0,177.89999389648438
TSLA230203C00170000,2023-01-27 3:59PM EST,170.0,13.05,0.0,0.0,0.0,-,80210,22678,0.00%,0,177.89999389648438
TSLA230203C00172500,2023-01-27 3:59PM EST,172.5,11.65,0.0,0.0,0.0,-,29276,4761,0.00%,0,177.89999389648438
TSLA230203C00175000,2023-01-27 3:59PM EST,175.0,10.2,0.0,0.0,0.0,-,91875,16519,0.00%,0,177.89999389648438
TSLA230203C00177500,2023-01-27 3:59PM EST,177.5,8.9,0.0,0.0,0.0,-,40413,7610,0.00%,0,177.89999389648438
TSLA230203C00180000,2023-01-27 3:59PM EST,180.0,7.92,0.0,0.0,0.0,-,103606,21620,3.13%,0,177.89999389648438
TSLA230203C00182500,2023-01-27 3:59PM EST,182.5,6.95,0.0,0.0,0.0,-,23916,3887,6.25%,0,177.89999389648438
TSLA230203C00185000,2023-01-27 3:59PM EST,185.0,6.05,0.0,0.0,0.0,-,48944,11675,6.25%,0,177.89999389648438
TSLA230203C00187500,2023-01-27 3:59PM EST,187.5,5.25,0.0,0.0,0.0,-,10858,2499,12.50%,0,177.89999389648438
TSLA230203C00190000,2023-01-27 3:59PM EST,190.0,4.63,0.0,0.0,0.0,-,35955,8762,12.50%,0,177.89999389648438
TSLA230203C00192500,2023-01-27 3:59PM EST,192.5,4.05,0.0,0.0,0.0,-,9104,1996,12.50%,0,177.89999389648438
TSLA230203C00195000,2023-01-27 3:59PM EST,195.0,3.5,0.0,0.0,0.0,-,21558,6990,12.50%,0,177.89999389648438
TSLA230203C00197500,2023-01-27 3:59PM EST,197.5,3.1,0.0,0.0,0.0,-,8985,2417,25.00%,0,177.89999389648438
TSLA230203C00200000,2023-01-27 3:59PM EST,200.0,2.69,0.0,0.0,0.0,-,107347,28493,25.00%,0,177.89999389648438
TSLA230203C00202500,2023-01-27 3:59PM EST,202.5,2.38,0.0,0.0,0.0,-,13144,4262,25.00%,0,177.89999389648438
TSLA230203C00205000,2023-01-27 3:59PM EST,205.0,2.04,0.0,0.0,0.0,-,14933,6234,25.00%,0,177.89999389648438
TSLA230203C00207500,2023-01-27 3:59PM EST,207.5,1.81,0.0,0.0,0.0,-,6369,2851,25.00%,0,177.89999389648438
TSLA230203C00210000,2023-01-27 3:59PM EST,210.0,1.59,0.0,0.0,0.0,-,22564,10021,25.00%,0,177.89999389648438
TSLA230203C00215000,2023-01-27 3:59PM EST,215.0,1.23,0.0,0.0,0.0,-,17552,8920,25.00%,0,177.89999389648438
TSLA230203C00220000,2023-01-27 3:59PM EST,220.0,0.97,0.0,0.0,0.0,-,29332,12066,50.00%,0,177.89999389648438
TSLA230203C00225000,2023-01-27 3:59PM EST,225.0,0.76,0.0,0.0,0.0,-,12192,6983,50.00%,0,177.89999389648438
TSLA230203C00230000,2023-01-27 3:59PM EST,230.0,0.61,0.0,0.0,0.0,-,21315,5633,50.00%,0,177.89999389648438
TSLA230203C00235000,2023-01-27 3:59PM EST,235.0,0.48,0.0,0.0,0.0,-,9945,4258,50.00%,0,177.89999389648438
TSLA230203C00240000,2023-01-27 3:59PM EST,240.0,0.37,0.0,0.0,0.0,-,18735,6965,50.00%,0,177.89999389648438
TSLA230203C00245000,2023-01-27 3:59PM EST,245.0,0.31,0.0,0.0,0.0,-,14731,3134,50.00%,0,177.89999389648438
TSLA230203C00250000,2023-01-27 3:59PM EST,250.0,0.24,0.0,0.0,0.0,-,23982,5853,50.00%,0,177.89999389648438
TSLA230203C00255000,2023-01-27 3:59PM EST,255.0,0.21,0.0,0.0,0.0,-,16529,4911,50.00%,0,177.89999389648438
TSLA230203C00260000,2023-01-27 3:59PM EST,260.0,0.17,0.0,0.0,0.0,-,22468,12372,50.00%,0,177.89999389648438
TSLA230203C00265000,2023-01-27 3:59PM EST,265.0,0.15,0.0,0.0,0.0,-,17185,17504,50.00%,0,177.89999389648438
TSLA230203C00270000,2023-01-27 3:59PM EST,270.0,0.11,0.0,0.0,0.0,-,16047,13295,50.00%,0,177.89999389648438
TSLA230203C00275000,2023-01-27 3:58PM EST,275.0,0.08,0.0,0.0,0.0,-,9304,8398,50.00%,0,177.89999389648438
TSLA230203C00280000,2023-01-27 3:59PM EST,280.0,0.07,0.0,0.0,0.0,-,9495,5462,50.00%,0,177.89999389648438
TSLA230203C00285000,2023-01-27 3:59PM EST,285.0,0.06,0.0,0.0,0.0,-,6130,5172,50.00%,0,177.89999389648438
TSLA230203C00290000,2023-01-27 3:59PM EST,290.0,0.06,0.0,0.0,0.0,-,6261,3763,50.00%,0,177.89999389648438
TSLA230210C00020000,2023-01-27 3:54PM EST,20.0,158.25,0.0,0.0,0.0,-,2,2,0.00%,1,177.89999389648438
TSLA230210C00030000,2023-01-27 11:53AM EST,30.0,144.1,0.0,0.0,0.0,-,3,2,0.00%,1,177.89999389648438
TSLA230210C00035000,2023-01-27 12:15PM EST,35.0,139.9,0.0,0.0,0.0,-,4,2,0.00%,1,177.89999389648438
TSLA230210C00040000,2023-01-27 2:32PM EST,40.0,138.9,0.0,0.0,0.0,-,2,1,0.00%,1,177.89999389648438
TSLA230210C00050000,2023-01-06 11:22AM EST,50.0,59.03,0.0,0.0,0.0,-,6,5,0.00%,1,177.89999389648438
TSLA230210C00055000,2023-01-27 11:51AM EST,55.0,119.1,0.0,0.0,0.0,-,2,3,0.00%,1,177.89999389648438
TSLA230210C00060000,2023-01-06 10:42AM EST,60.0,47.55,0.0,0.0,0.0,-,4,1,0.00%,1,177.89999389648438
TSLA230210C00065000,2023-01-17 3:55PM EST,65.0,66.85,0.0,0.0,0.0,-,2,4,0.00%,1,177.89999389648438
TSLA230210C00070000,2023-01-23 9:48AM EST,70.0,67.44,0.0,0.0,0.0,-,9,13,0.00%,1,177.89999389648438
TSLA230210C00075000,2023-01-27 1:09PM EST,75.0,101.3,0.0,0.0,0.0,-,6,4,0.00%,1,177.89999389648438
TSLA230210C00080000,2023-01-27 1:04PM EST,80.0,96.0,0.0,0.0,0.0,-,1,68,0.00%,1,177.89999389648438
TSLA230210C00085000,2023-01-27 3:53PM EST,85.0,93.3,0.0,0.0,0.0,-,2,7,0.00%,1,177.89999389648438
TSLA230210C00090000,2023-01-27 3:44PM EST,90.0,89.25,0.0,0.0,0.0,-,4,65,0.00%,1,177.89999389648438
TSLA230210C00095000,2023-01-27 3:30PM EST,95.0,85.2,0.0,0.0,0.0,-,10,17,0.00%,1,177.89999389648438
TSLA230210C00099000,2023-01-27 10:34AM EST,99.0,67.43,0.0,0.0,0.0,-,1,5,0.00%,1,177.89999389648438
TSLA230210C00100000,2023-01-27 3:30PM EST,100.0,79.75,0.0,0.0,0.0,-,48,94,0.00%,1,177.89999389648438
TSLA230210C00101000,2023-01-25 3:13PM EST,101.0,45.4,0.0,0.0,0.0,-,30,32,0.00%,1,177.89999389648438
TSLA230210C00102000,2023-01-27 2:11PM EST,102.0,75.05,0.0,0.0,0.0,-,2,14,0.00%,1,177.89999389648438
TSLA230210C00103000,2023-01-27 12:15PM EST,103.0,72.5,0.0,0.0,0.0,-,3,9,0.00%,1,177.89999389648438
TSLA230210C00104000,2023-01-27 11:39AM EST,104.0,67.93,0.0,0.0,0.0,-,5,36,0.00%,1,177.89999389648438
TSLA230210C00105000,2023-01-27 3:42PM EST,105.0,73.88,0.0,0.0,0.0,-,45,145,0.00%,1,177.89999389648438
TSLA230210C00106000,2023-01-27 10:33AM EST,106.0,60.6,0.0,0.0,0.0,-,2,42,0.00%,1,177.89999389648438
TSLA230210C00107000,2023-01-27 1:10PM EST,107.0,69.2,0.0,0.0,0.0,-,17,25,0.00%,1,177.89999389648438
TSLA230210C00108000,2023-01-27 2:04PM EST,108.0,68.75,0.0,0.0,0.0,-,3,68,0.00%,1,177.89999389648438
TSLA230210C00109000,2023-01-27 3:10PM EST,109.0,71.0,0.0,0.0,0.0,-,23,73,0.00%,1,177.89999389648438
TSLA230210C00110000,2023-01-27 3:44PM EST,110.0,69.56,0.0,0.0,0.0,-,192,537,0.00%,1,177.89999389648438
TSLA230210C00111000,2023-01-27 12:23PM EST,111.0,67.72,0.0,0.0,0.0,-,13,99,0.00%,1,177.89999389648438
TSLA230210C00112000,2023-01-27 12:48PM EST,112.0,64.93,0.0,0.0,0.0,-,7,42,0.00%,1,177.89999389648438
TSLA230210C00113000,2023-01-27 12:04PM EST,113.0,61.45,0.0,0.0,0.0,-,6,123,0.00%,1,177.89999389648438
TSLA230210C00114000,2023-01-26 9:34AM EST,114.0,66.25,0.0,0.0,0.0,-,11,127,0.00%,1,177.89999389648438
TSLA230210C00115000,2023-01-27 3:34PM EST,115.0,65.07,0.0,0.0,0.0,-,273,357,0.00%,1,177.89999389648438
TSLA230210C00116000,2023-01-27 3:43PM EST,116.0,62.9,0.0,0.0,0.0,-,27,119,0.00%,1,177.89999389648438
TSLA230210C00117000,2023-01-27 3:13PM EST,117.0,62.51,0.0,0.0,0.0,-,47,154,0.00%,1,177.89999389648438
TSLA230210C00118000,2023-01-27 12:43PM EST,118.0,60.05,0.0,0.0,0.0,-,18,124,0.00%,1,177.89999389648438
TSLA230210C00119000,2023-01-27 2:07PM EST,119.0,58.55,0.0,0.0,0.0,-,35,157,0.00%,1,177.89999389648438
TSLA230210C00120000,2023-01-27 3:48PM EST,120.0,59.55,0.0,0.0,0.0,-,218,810,0.00%,1,177.89999389648438
TSLA230210C00121000,2023-01-27 2:49PM EST,121.0,59.04,0.0,0.0,0.0,-,38,256,0.00%,1,177.89999389648438
TSLA230210C00122000,2023-01-27 2:57PM EST,122.0,58.75,0.0,0.0,0.0,-,135,687,0.00%,1,177.89999389648438
TSLA230210C00123000,2023-01-27 2:24PM EST,123.0,56.76,0.0,0.0,0.0,-,139,241,0.00%,1,177.89999389648438
TSLA230210C00124000,2023-01-27 3:47PM EST,124.0,55.55,0.0,0.0,0.0,-,48,356,0.00%,1,177.89999389648438
TSLA230210C00125000,2023-01-27 3:34PM EST,125.0,55.3,0.0,0.0,0.0,-,158,892,0.00%,1,177.89999389648438
TSLA230210C00126000,2023-01-27 3:51PM EST,126.0,53.48,0.0,0.0,0.0,-,52,281,0.00%,1,177.89999389648438
TSLA230210C00127000,2023-01-27 3:05PM EST,127.0,53.32,0.0,0.0,0.0,-,41,342,0.00%,1,177.89999389648438
TSLA230210C00128000,2023-01-27 3:56PM EST,128.0,50.7,0.0,0.0,0.0,-,126,1215,0.00%,1,177.89999389648438
TSLA230210C00129000,2023-01-27 2:31PM EST,129.0,51.05,0.0,0.0,0.0,-,32,654,0.00%,1,177.89999389648438
TSLA230210C00130000,2023-01-27 3:47PM EST,130.0,49.73,0.0,0.0,0.0,-,310,1546,0.00%,1,177.89999389648438
TSLA230210C00131000,2023-01-27 3:54PM EST,131.0,48.0,0.0,0.0,0.0,-,42,548,0.00%,1,177.89999389648438
TSLA230210C00132000,2023-01-27 3:18PM EST,132.0,47.1,0.0,0.0,0.0,-,56,660,0.00%,1,177.89999389648438
TSLA230210C00133000,2023-01-27 3:24PM EST,133.0,47.52,0.0,0.0,0.0,-,100,743,0.00%,1,177.89999389648438
TSLA230210C00134000,2023-01-27 3:04PM EST,134.0,46.5,0.0,0.0,0.0,-,78,314,0.00%,1,177.89999389648438
TSLA230210C00135000,2023-01-27 3:59PM EST,135.0,43.9,0.0,0.0,0.0,-,396,1634,0.00%,1,177.89999389648438
TSLA230210C00136000,2023-01-27 3:46PM EST,136.0,43.99,0.0,0.0,0.0,-,40,377,0.00%,1,177.89999389648438
TSLA230210C00137000,2023-01-27 2:57PM EST,137.0,44.46,0.0,0.0,0.0,-,69,560,0.00%,1,177.89999389648438
TSLA230210C00138000,2023-01-27 3:42PM EST,138.0,41.83,0.0,0.0,0.0,-,102,338,0.00%,1,177.89999389648438
TSLA230210C00139000,2023-01-27 3:43PM EST,139.0,40.69,0.0,0.0,0.0,-,63,874,0.00%,1,177.89999389648438
TSLA230210C00140000,2023-01-27 3:59PM EST,140.0,39.1,0.0,0.0,0.0,-,801,2760,0.00%,1,177.89999389648438
TSLA230210C00141000,2023-01-27 3:59PM EST,141.0,38.21,0.0,0.0,0.0,-,220,680,0.00%,1,177.89999389648438
TSLA230210C00142000,2023-01-27 3:56PM EST,142.0,37.2,0.0,0.0,0.0,-,148,1152,0.00%,1,177.89999389648438
TSLA230210C00143000,2023-01-27 3:59PM EST,143.0,36.3,0.0,0.0,0.0,-,59,508,0.00%,1,177.89999389648438
TSLA230210C00144000,2023-01-27 3:41PM EST,144.0,36.54,0.0,0.0,0.0,-,72,323,0.00%,1,177.89999389648438
TSLA230210C00145000,2023-01-27 3:59PM EST,145.0,34.64,0.0,0.0,0.0,-,886,2000,0.00%,1,177.89999389648438
TSLA230210C00146000,2023-01-27 3:49PM EST,146.0,34.82,0.0,0.0,0.0,-,103,827,0.00%,1,177.89999389648438
TSLA230210C00147000,2023-01-27 3:51PM EST,147.0,33.75,0.0,0.0,0.0,-,77,951,0.00%,1,177.89999389648438
TSLA230210C00148000,2023-01-27 3:48PM EST,148.0,32.95,0.0,0.0,0.0,-,76,384,0.00%,1,177.89999389648438
TSLA230210C00149000,2023-01-27 2:55PM EST,149.0,33.35,0.0,0.0,0.0,-,40,137,0.00%,1,177.89999389648438
TSLA230210C00150000,2023-01-27 3:58PM EST,150.0,30.3,0.0,0.0,0.0,-,1491,3802,0.00%,1,177.89999389648438
TSLA230210C00152500,2023-01-27 3:51PM EST,152.5,29.04,0.0,0.0,0.0,-,568,616,0.00%,1,177.89999389648438
TSLA230210C00155000,2023-01-27 3:58PM EST,155.0,26.18,0.0,0.0,0.0,-,3321,3691,0.00%,1,177.89999389648438
TSLA230210C00157500,2023-01-27 3:59PM EST,157.5,24.02,0.0,0.0,0.0,-,1269,746,0.00%,1,177.89999389648438
TSLA230210C00160000,2023-01-27 3:59PM EST,160.0,22.25,0.0,0.0,0.0,-,3967,3288,0.00%,1,177.89999389648438
TSLA230210C00162500,2023-01-27 3:57PM EST,162.5,20.45,0.0,0.0,0.0,-,4596,533,0.00%,1,177.89999389648438
TSLA230210C00165000,2023-01-27 3:59PM EST,165.0,18.68,0.0,0.0,0.0,-,7447,2846,0.00%,1,177.89999389648438
TSLA230210C00167500,2023-01-27 3:59PM EST,167.5,17.15,0.0,0.0,0.0,-,3166,757,0.00%,1,177.89999389648438
TSLA230210C00170000,2023-01-27 3:59PM EST,170.0,15.66,0.0,0.0,0.0,-,11005,2818,0.00%,1,177.89999389648438
TSLA230210C00172500,2023-01-27 3:59PM EST,172.5,14.19,0.0,0.0,0.0,-,2481,570,0.00%,1,177.89999389648438
TSLA230210C00175000,2023-01-27 3:59PM EST,175.0,12.9,0.0,0.0,0.0,-,12176,3108,0.00%,1,177.89999389648438
TSLA230210C00177500,2023-01-27 3:59PM EST,177.5,11.7,0.0,0.0,0.0,-,3593,733,0.00%,1,177.89999389648438
TSLA230210C00180000,2023-01-27 3:59PM EST,180.0,10.55,0.0,0.0,0.0,-,13384,4559,1.56%,1,177.89999389648438
TSLA230210C00182500,2023-01-27 3:58PM EST,182.5,9.64,0.0,0.0,0.0,-,1891,517,3.13%,1,177.89999389648438
TSLA230210C00185000,2023-01-27 3:59PM EST,185.0,8.65,0.0,0.0,0.0,-,11228,5686,6.25%,1,177.89999389648438
TSLA230210C00187500,2023-01-27 3:58PM EST,187.5,7.9,0.0,0.0,0.0,-,2036,736,6.25%,1,177.89999389648438
TSLA230210C00190000,2023-01-27 3:59PM EST,190.0,6.96,0.0,0.0,0.0,-,7167,3088,6.25%,1,177.89999389648438
TSLA230210C00192500,2023-01-27 3:57PM EST,192.5,6.3,0.0,0.0,0.0,-,758,337,12.50%,1,177.89999389648438
TSLA230210C00195000,2023-01-27 3:59PM EST,195.0,5.67,0.0,0.0,0.0,-,4454,2522,12.50%,1,177.89999389648438
TSLA230210C00197500,2023-01-27 3:59PM EST,197.5,5.07,0.0,0.0,0.0,-,1200,337,12.50%,1,177.89999389648438
TSLA230210C00200000,2023-01-27 3:59PM EST,200.0,4.59,0.0,0.0,0.0,-,16010,6257,12.50%,1,177.89999389648438
TSLA230210C00205000,2023-01-27 3:59PM EST,205.0,3.76,0.0,0.0,0.0,-,4459,2467,12.50%,1,177.89999389648438
TSLA230210C00210000,2023-01-27 3:59PM EST,210.0,3.09,0.0,0.0,0.0,-,3014,1325,25.00%,1,177.89999389648438
